Country,Year,Energy Type,Installed Capacity (MW),Production (GWh),Investments (USD),Renewable Energy Jobs,Electricity Prices,Investment/MW,Gross Revenue,ROI
USA,2001,Wind,14266.558746456532,70539.63520104058,5402212573.7631645,581213,0.2175678974145629,378662.6242369025,15347160115.080687,84.65867343412287
Australia,2017,Geothermal,5007.678492552809,1643.901167870371,6519987462.285549,250347,0.0631281770211687,1301998.016043118,103776483.93062674,-98.96541649895654
USA,2014,Solar,37351.834355314815,26004.159231493217,3891135370.901764,482175,0.110182322621034,104175.21490073999,2865198661.933125,-52.13789928298156
Japan,2019,Solar,28502.71803232686,54352.921791264496,426481829.88569504,774207,0.3657772905059376,14962.847732696691,19881064463.88986,2930.0685740801496
Canada,2010,Biomass,45312.09272146997,71259.72245264392,8844069671.923222,898971,0.2920520751960315,195181.22295271273,20811549820.187897,52.95568539071057
France,2022,Biomass,13233.3843046269,49270.118209825,2319325083.461078,68976,0.0855685670389924,175263.1851438149,4215973413.0564914,18.154317306710013
China,2007,Biomass,21727.984252176742,43969.91894179221,6686247088.835996,500855,0.4975345417129375,307725.1442763798,21876553469.859596,112.67176588719585
Germany,2003,Wind,45501.99241944314,7770.053449574179,2454350752.539587,420562,0.172304778170586,53939.41280450031,1338817336.0024755,-64.54332097801604
USA,2003,Hydro,9141.721296667984,48664.90477065267,9550687328.00561,566056,0.3176392841871343,1044736.2173999647,15457885516.38517,5.203167484999449
India,2023,Hydro,40951.44754511166,64336.15617263279,4000680103.074102,451160,0.426093705116347,97693.2524464977,27413231156.541042,345.38927863939824
Russia,2013,Wind,10899.13453628898,73839.25806255658,7356070906.173512,271610,0.4015751690621935,674922.4795492948,29652012539.89809,162.01226710251532
Australia,2016,Solar,28020.533602252064,13527.051705864633,1863720499.4687412,307009,0.0713782042472795,66512.66981293142,965536659.5247164,-66.32548556127573
Germany,2007,Solar,2596.5141404189326,60178.022786050075,2281707069.084299,528698,0.0999738182941071,878757.8059236599,6016226715.311207,71.38691543440218
Brazil,2022,Wind,38485.139197398326,82824.76605829853,4219446830.1074824,685182,0.2827239163039534,109638.34139887236,23416542226.96091,260.72862297773935
China,2010,Geothermal,38335.55040417816,12592.795716931409,672234613.4064863,597584,0.201771744873306,17535.54093573729,2540870364.638345,145.6829362959709
India,2014,Hydro,35945.13178301685,23379.073639543836,3009656073.530767,224265,0.3126244102509352,83729.17066206869,7308869108.775577,57.85075784857976
Russia,2019,Geothermal,28405.3172483417,1851.373280669311,5750854089.602475,221560,0.2266890053068316,202456.9568902882,419685967.4465717,-95.25642844367263
Germany,2021,Solar,38754.12185675702,65345.33003378777,7624950561.634339,84742,0.4422199799649145,196751.98911273698,28897010538.342358,146.33676898091983
Japan,2011,Geothermal,1210.7441114500186,39192.404624511146,1132542999.6577425,481232,0.1752939252162424,935410.7023501272,6870190445.29377,294.3005952789849
Canada,2004,Geothermal,9897.99273240516,70308.73685565506,1694419770.075089,37127,0.3169443497841244,171188.2212771997,22283956886.858696,754.8396467196711
France,2019,Biomass,23907.02156589185,22154.180628587,8487020088.384642,426216,0.1076710498356871,355001.14746594254,2385363886.5294046,-81.73108452557909
Germany,2023,Geothermal,42524.48437004292,82621.29975575041,1557782951.7742772,308604,0.075478331164157,36632.612360884574,6236117824.177614,160.2080463840381
India,2000,Geothermal,38036.80793542388,93759.68929531664,9533022119.176,697311,0.1643387947483077,250626.23907243926,15408354334.768145,5.060391053251744
USA,2013,Solar,34067.53101057511,29896.62368221374,5465119264.9088545,113753,0.0551699685113357,160420.17436521576,1649395787.1429853,-80.38272890901274
Russia,2002,Geothermal,6511.255362055003,33683.2577888725,3247308952.636726,246940,0.1682222990367615,498722.40790320496,5666275064.292035,13.419414213706506
Brazil,2015,Hydro,4616.415086705738,10591.603287559992,8251695360.03072,540297,0.3204456490034602,1787468.2421417846,3394033189.469344,-73.26462651734565
Australia,2023,Biomass,34540.47696341091,29220.2390199562,5790696717.287677,549671,0.1094468361296195,167649.5875671266,3198062711.6854596,-64.10206121847776
USA,2009,Geothermal,43192.731869317075,68624.39942776615,5140180795.443681,322134,0.1223189330297127,119005.68852638663,8394063317.809183,6.1468725265920625
Russia,2011,Hydro,30905.184125181844,10002.83241349029,9383823499.85769,303531,0.3341015298438131,303632.6676407555,3341961612.118387,-76.85085351498891
Germany,2021,Wind,23035.033035439792,24131.739561537932,765983043.079649,747432,0.0668711160132661,33252.96047551445,1613716355.8215263,36.93718689473952
India,2021,Geothermal,40654.93506363834,63436.57892105703,146156276.2025187,572243,0.2235266858482931,3595.043897468686,14179768247.777567,6206.160501985056
France,2005,Hydro,1284.423581391529,87452.31061105958,6958709429.890827,642366,0.1680285731763633,5417768.352050844,14694486972.952478,37.25844754188795
India,2006,Biomass,34130.59617476129,12614.849277444611,7418212237.568884,410846,0.126263494416763,217347.8658147338,1592794951.3109343,-86.04358186048067
Japan,2018,Wind,16067.282677950829,23512.87071752329,4915253595.621748,176675,0.1006551146060782,305916.9178847499,2366690696.790207,-68.702551699796
Canada,2004,Solar,3506.431894519545,39231.08494235486,7419013748.354898,254576,0.2862209889249668,2115829.9865885344,11228759928.80018,-1.6217761378520257
China,2008,Solar,45121.69119008972,41660.92114283724,7727943932.743746,277278,0.2072750063607426,171268.9336086115,8635267694.875984,-27.368468890061354
USA,2002,Solar,16047.46303189575,4144.814825972446,689946503.8585606,747334,0.4913695390762115,42994.11704437212,2036635750.5943286,91.87186694661419
Canada,2003,Biomass,22974.26230694541,94354.62521367696,761229339.082674,902309,0.1424419594685574,33134.00573704361,13440057700.357498,1047.6222810539343
Brazil,2011,Solar,20409.940263826255,88354.10139863864,4007420222.52052,700986,0.1241656402287437,196346.49443943295,10970543566.997305,77.94124206078901
France,2019,Geothermal,11771.191608686078,52851.69162825398,7336958423.279295,408542,0.3246252492368652,623297.8501399367,17156993567.41189,51.99821472933004
Canada,2008,Biomass,19306.47461357589,85524.06701431796,4645487355.85385,9727,0.0633698421311596,240618.10604134042,5419646625.112043,-24.167906691560983
Germany,2015,Wind,7032.689268235685,77614.09904784859,623646473.2894126,364163,0.2095937256562525,88678.23523871815,16267428182.891987,1595.484344376761
China,2004,Solar,12976.0824017787,17462.461918255558,4487469678.174524,204965,0.4323822369331824,345826.2316182119,7550458346.57585,9.36670946533872
India,2002,Wind,16726.059041482506,7824.409599506113,9946810652.908072,908425,0.1499975203100132,594689.4380941059,1173642037.8157804,-92.33053336189502
Brazil,2002,Geothermal,33381.46332483967,55519.38513522515,9490944044.986229,61778,0.4338516010517207,284317.79495789413,24087174130.324535,64.96423443758346
China,2022,Wind,6155.197862790572,75387.96975715265,9316943666.87138,293039,0.0534297951659668,1513670.8639691677,4027963782.102766,-71.89876259876561
France,2012,Hydro,8539.739375760899,26620.658893965312,3720664752.571893,961075,0.2093906898880307,435688.3259379773,5574118131.081337,-2.6201760666998055
Canada,2003,Solar,34051.30389836408,10733.853442042384,9901486912.866673,86747,0.3612241835948314,290781.4321125708,3877327446.428331,-74.54662251885208
Brazil,2022,Solar,13704.280417805345,11615.987802498235,7371028189.219947,158981,0.0800303706616607,537863.2051080265,929631809.4352633,-91.80221998042761
China,2005,Solar,22871.163319079264,48419.56765650522,2598797551.772428,663212,0.3278427634961944,113627.69420672604,15874004867.799623,297.0337418946935
France,2008,Hydro,29785.304694812625,21556.008528663217,5728263514.320251,800358,0.0974698931960229,192318.44605967315,2101061849.0213623,-76.1587399313988
Germany,2001,Hydro,41791.27632266232,83128.30082217364,3533926670.9715853,31863,0.3814015706006007,84561.34825093219,31705264494.936234,483.1592967389633
Russia,2017,Geothermal,44629.40631988759,75643.10579447106,2913704301.606326,239297,0.2127910113004322,65286.64712055406,16096172979.911081,259.0794176050815
Russia,2014,Solar,9745.472559454169,89197.20685291373,8210974644.856931,325017,0.1657894919906977,842542.4826517409,14787959611.133747,17.0649546854668
France,2018,Biomass,25794.186863887913,75906.45552581792,4320818750.235903,388927,0.4674692308430163,167511.33784663267,35483932380.67372,433.8005915239715
India,2012,Wind,6133.811330217003,17388.170698063353,4659233011.593883,289775,0.3250376073818428,759598.3574912219,5651809400.44558,-21.152771257668977
Brazil,2016,Biomass,31087.761739457503,98689.067183523,8390698081.942472,34824,0.1924414433082979,269903.57659917185,18991866527.546745,47.12379258970482
Germany,2012,Wind,24367.093689386656,50762.22934327007,3819994856.010094,956126,0.1600354385518693,156768.58737051324,8123755634.820793,38.23163018991149
Australia,2011,Geothermal,42898.680698729375,34354.89754805628,5520610664.70499,473467,0.2094666323638368,128689.52086138412,7196204694.5959835,-15.271455721513991
USA,2019,Biomass,43975.82680260582,51323.51585689251,7170606711.045563,365418,0.4714050991622491,163057.91686947117,24194167081.87368,119.31489533505342
China,2018,Wind,16379.469534238297,37808.97709516588,65140862.38573968,448999,0.4397946642501056,3976.982419948007,16628186387.20841,16492.229141337823
USA,2000,Solar,37438.201196124835,4947.417585516507,2925045505.5423374,889854,0.4653237558500699,78129.9691782495,2302150932.6512256,-48.841886275343704
France,2001,Geothermal,19393.66858147479,61649.8282504265,1803620763.6779556,426270,0.25421195722763,93000.49426444306,15672123502.288157,464.8016745889611
Japan,2003,Biomass,16516.405504533283,68198.222096326,1496549166.3098323,916977,0.4176757650782561,90609.85853726298,28484744591.059795,1137.18514573384
Australia,2017,Geothermal,38576.585372277754,55443.52573924597,4482674197.808787,297450,0.4706820772126899,116201.9436025607,26096273862.94353,278.40309740121
Brazil,2009,Hydro,45073.41930392382,93750.0666801502,4961476921.701082,149460,0.4818699065052369,110075.45019485943,45175335866.0237,491.83926029122256
Brazil,2001,Hydro,29081.09578354283,67157.93572019156,2679124828.8183537,138975,0.3377949421965838,92125.99307672879,22685611014.643997,450.3904484369348
India,2021,Biomass,4394.4269716434965,11516.412981520423,1698271410.6724555,228861,0.4227512752000426,386460.2647014315,4868578273.668083,86.3409969688646
Brazil,2017,Geothermal,3332.059999809722,12724.645697035538,4714850721.734431,759033,0.134432441289145,1414995.744975683,1710605185.5919015,-76.41720944611988
China,2015,Biomass,24218.02285323245,90335.74676048136,8915744496.406622,167546,0.2457401247863491,368145.0195351769,22199117681.58872,61.84208171116013
France,2017,Wind,28458.271094763248,81646.65276664763,4608725826.6154175,153465,0.2484680277604923,161946.7961096025,20286582786.174675,186.11549714809902
USA,2016,Hydro,14299.689496975603,57806.15865798913,2092166889.0106304,458824,0.4861561551707948,146308.55372440958,28102819838.360947,773.1059166877869
China,2019,Wind,32964.868207919535,58185.2464314163,1492233960.3324907,806150,0.2860572215661611,45267.40258509494,16644309930.313335,625.0070526670687
China,2013,Hydro,12207.923931369967,81107.35245014235,258254332.70097175,66726,0.4592397541331582,21154.647928084738,37247720597.59478,9274.874038016675
France,2014,Biomass,25140.451847796303,73253.96633505021,2150900060.524907,939636,0.4111563681814517,85555.34616270014,30118834753.20557,810.1883880558344
Brazil,2017,Geothermal,7175.1834815503,93332.60297160898,6159300988.1666355,809956,0.263634723844422,858417.2103757592,24605715010.10121,159.66769260494354
Australia,2010,Geothermal,14344.912062194924,24073.327841182767,3067672684.470265,98158,0.4065292616699291,213850.9229732342,9786512193.214178,107.36348300104557
China,2008,Geothermal,9283.263881349843,76878.52270001746,7411035135.874768,712417,0.2797919641715219,798322.1451631469,21509992868.84282,88.65779352559385
Australia,2007,Wind,13671.900447970404,82303.455942848,2952536191.7291937,255363,0.1039494867749507,215956.53091282552,8555402005.063815,88.34693098324384
India,2011,Wind,32732.963045587836,99696.60640309867,3498935413.860677,232087,0.4913613453201129,106893.32979075683,48987058646.07635,810.0364640573935
USA,2022,Wind,10077.596529946151,35753.147614753034,8417538909.239724,663523,0.4524920540377868,835272.4664285308,16178015202.515799,24.926180859020857
Russia,2003,Wind,36328.3881825968,15344.98005143941,1352071928.2080488,756674,0.3285573348325693,37218.05441552075,5041705748.759875,142.37680468946598
Japan,2007,Wind,29381.05657077441,71513.79858013621,8678697055.542109,93857,0.1373356669042073,295384.10351705604,9821395220.85616,-26.441643800899588
Australia,2007,Hydro,13513.117493878608,59493.180578215666,232934345.9837134,387819,0.0591521355347942,17237.64675984145,3519148680.958599,882.0134651946203
Brazil,2012,Wind,28509.431508756643,30318.88622762899,2331416295.6051474,280189,0.2383911723204672,81777.01806818054,7227754831.2553425,101.51015711660109
France,2007,Biomass,22358.21259322877,81081.63176849551,1921633363.0301757,761496,0.1280299771311242,85947.53963526343,10380879461.074715,251.13730743405114
China,2021,Wind,27072.389229727494,14073.061564795084,8862572128.388062,339735,0.4717933257331642,327365.7176388517,6639576518.902241,-51.30392537553985
France,2003,Wind,33440.96989896193,94246.110084646,9259676518.24156,981013,0.3625769850319325,276896.1709609086,34171470445.478554,139.87291290148744
China,2020,Hydro,16455.171810466436,12965.608527453382,785784540.9654588,54286,0.304860209105158,47753.04384641275,3952698126.8550577,226.96669996829652
Australia,2008,Biomass,25614.87166674592,12028.1034887079,3062369474.8223667,528077,0.3453375833734041,119554.35555814386,4153756191.3555975,-11.834886463601885
France,2010,Hydro,40584.00344841764,10968.955366486549,5778397426.8602705,935392,0.3343549012203807,142381.15848291374,3667523988.052375,-58.744779631238586
Japan,2018,Biomass,12997.7122301268,55723.87562398626,8205396869.562204,907776,0.058460048817748,631295.4714094448,3257620489.2923546,-74.19438265204829
Japan,2014,Geothermal,3682.0939815746897,51040.42777167189,7392160765.74211,918614,0.3249459824587977,2007596.982242362,16585381947.383226,45.83690219184277
USA,2000,Geothermal,20814.235699090685,17141.871438330403,7504996554.289118,814997,0.0656423135004683,360570.36457106087,1125232098.9396079,-90.25448101115052
Brazil,2014,Wind,26266.398995764757,28225.767805181928,2253835181.2192216,645489,0.280303642072911,85806.78232987454,7911785516.096809,128.17376480391007
Germany,2005,Geothermal,9154.13459729947,88720.05667287811,9755525744.261522,624946,0.2429650507231861,1065696.1223991034,21555873069.689777,43.62442232844509
France,2008,Hydro,24186.88836442334,1570.5195457859222,7043114585.418685,228187,0.1423917190429329,291195.5634515786,223628977.91498363,-97.93615688227374
Russia,2023,Hydro,43726.29871389347,80512.15601808613,9571765316.289673,946274,0.1732055367386376,218901.79589447775,13945151197.097538,-5.301185532753583
